5.803293683201369291e-01,9.263359727301775370e-01
5.803293683201369291e-01,8.776976884564852144e-01
5.901649682207156244e-01,8.791961083691366419e-01
5.947596491851013800e-01,8.794659659837373855e-01
6.162346340943793965e-01,8.722082164542129812e-01
6.218377303554309954e-01,8.431346092390725744e-01
5.054367787522637823e-01,3.386855093562471386e-01
3.677241771118133773e-01,9.976280935979831010e-01
3.672338884351809551e-01,1.000000000000000000e+00
3.441610623868198160e-01,1.000000000000000000e+00
3.437843979689664820e-01,9.974931647906826182e-01
2.427866349465613027e-01,3.468025423427900100e-01
1.270532258637221967e-01,8.426446046230873232e-01
1.266771295671629827e-01,8.499449632496541840e-01
1.347373504243159215e-01,8.748215744061362820e-01
1.536273834463660892e-01,8.806164116038779355e-01
1.632854454426022339e-01,8.793381386926112375e-01
1.633632780598658352e-01,9.263359727301782032e-01
0.000000000000000000e+00,9.263359727301782032e-01
0.000000000000000000e+00,8.803607570216245293e-01
7.222241948656093688e-03,8.792245144338320939e-01
3.201363491105364140e-02,8.574583673614319945e-01
2.312537726804676508e-01,2.293789724105787988e-03
2.318150765188370377e-01,-0.000000000000000000e+00
2.605549124738132938e-01,-0.000000000000000000e+00
2.608883996733303290e-01,2.485530660796081599e-03
3.541100024855307615e-01,6.124276533039806347e-01
4.726982210701988207e-01,2.393210950537863913e-03
4.731811241700105142e-01,-0.000000000000000000e+00
4.988175975570786069e-01,-0.000000000000000000e+00
6.884919930405145605e-01,8.579412704612436880e-01
7.150516635301641388e-01,8.776621808756172038e-01
7.169406668323691223e-01,8.775769626815328461e-01
7.263217696978309101e-01,8.768242019671202980e-01
7.263217696978309101e-01,9.263359727301782032e-01
5.803288001988428091e-01,9.263359727301782032e-01
5.803293683201369291e-01,9.263359727301775370e-01
